date,platform,campaign_name,campaign_type,industry,device,impressions,clicks,cost,conversions,revenue
2025-01-09,Google Ads,Campaign_90,Video,Ecommerce,Tablet,8491,1321,3783.64,278.0,8359.33
2024-08-15,TikTok Ads,Campaign_116,Video,EdTech,Mobile,9074,1703,3612.25,1609.0,1324.41
2024-07-03,Google Ads,Campaign_63,Shopping,Ecommerce,Mobile,2860,2228,1891.52,1286.0,692.11
2024-04-09,Google Ads,Campaign_88,Search,EdTech,Desktop,4893,1233,753.72,987.0,1498.07
2024-04-30,TikTok Ads,Campaign_34,Video,Finance,Mobile,14933,13886,4858.7,1470.0,20590.4
2024-08-05,Meta Ads,Campaign_11,Search,EdTech,Tablet,8379,6788,761.1,4770.0,709.13
2024-12-08,Meta Ads,Campaign_107,Video,Healthcare,Desktop,8807,7983,565.53,849.0,2590.91
2024-08-23,Meta Ads,Campaign_89,Shopping,Finance,Tablet,13417,6213,3711.45,2569.0,7192.74
2024-05-28,Meta Ads,Campaign_106,Video,Finance,Mobile,19095,6847,3185.85,3704.0,12477.19
2024-09-15,Google Ads,Campaign_53,Video,Finance,Mobile,13219,12628,3447.99,5697.0,10228.94
2024-03-06,Meta Ads,Campaign_39,Video,EdTech,Tablet,2074,304,3924.4,210.0,14547.9
2024-12-21,Google Ads,Campaign_52,Search,Ecommerce,Mobile,19684,11737,4162.72,7323.0,152.72
2024-05-18,Google Ads,Campaign_111,Search,Healthcare,Mobile,5642,2532,898.04,1642.0,517.87
2024-06-23,Meta Ads,Campaign_6,Video,Ecommerce,Tablet,7462,6047,256.17,4764.0,1278.27
2025-03-20,TikTok Ads,Campaign_84,Search,Ecommerce,Mobile,959,900,1505.37,565.0,
2024-07-29,TikTok Ads,Campaign_97,Search,Healthcare,Mobile,15463,7790,442.62,1286.0,1439.25
2025-01-28,Meta Ads,Campaign_43,Video,Ecommerce,Desktop,5575,4199,391.82,220.0,800.69
2024-03-24,TikTok Ads,Campaign_81,Video,Ecommerce,Tablet,215,163,4950.54,145.0,14512.78
2024-06-28,Meta Ads,Campaign_34,Video,Healthcare,Mobile,11881,4743,2840.57,1843.0,3626.74
2024-09-07,TikTok Ads,Campaign_58,Search,Healthcare,Tablet,19960,15450,1030.48,6848.0,226.59
2025-02-18,Google Ads,Campaign_18,Video,Finance,Desktop,11709,2156,3259.25,1067.0,8435.83
2024-04-15,TikTok Ads,Campaign_83,Search,Ecommerce,Desktop,3454,1051,1189.19,539.0,2373.74
2025-01-04,Meta Ads,Campaign_118,Search,Healthcare,Tablet,11786,8182,4938.4,8160.0,
2024-01-21,Meta Ads,Campaign_81,Shopping,Finance,Tablet,14236,11324,1957.94,4539.0,773.94
2025-01-19,TikTok Ads,Campaign_51,Shopping,Healthcare,Desktop,3880,3855,545.83,562.0,371.63
2024-01-26,Google Ads,Campaign_45,Search,Finance,Tablet,5746,4877,1729.97,2139.0,7713.59
2024-10-05,TikTok Ads,Campaign_38,Shopping,Ecommerce,Tablet,14474,14103,4314.42,6155.0,4250.48
2025-02-08,Google Ads,Campaign_29,Shopping,Healthcare,Mobile,7432,6192,4546.53,609.0,15647.86
2025-02-27,TikTok Ads,Campaign_107,Shopping,Healthcare,Mobile,8021,5730,1194.11,3646.0,300.13
2024-05-27,Meta Ads,Campaign_68,Shopping,EdTech,Desktop,4759,3625,4828.96,2934.0,18885.66
2024-05-30,TikTok Ads,Campaign_22,Search,Healthcare,Mobile,1605,155,24.78,116.0,37.35
2024-09-23,Meta Ads,Campaign_115,Search,EdTech,Desktop,6306,4291,1133.78,904.0,2682.88
2024-03-02,TikTok Ads,Campaign_29,Video,Ecommerce,Mobile,14450,11671,1794.17,1615.0,6493.24
2024-11-28,Google Ads,Campaign_96,Video,EdTech,Mobile,14620,8295,1857.65,568.0,9222.72
2024-11-25,Google Ads,Campaign_116,Shopping,EdTech,Desktop,18244,11876,1400.94,3875.0,6107.91
2025-01-09,Google Ads,Campaign_93,Search,EdTech,Desktop,15340,8471,1758.46,,2766.92
2024-03-10,Meta Ads,Campaign_69,Video,Ecommerce,Desktop,8269,4583,3525.26,3241.0,1076.99
2024-12-07,Google Ads,Campaign_27,Video,Healthcare,Mobile,879,458,1255.42,362.0,3813.97
2024-12-19,Google Ads,Campaign_34,Shopping,Healthcare,Mobile,3245,1816,1699.56,1633.0,4646.37
2024-12-30,TikTok Ads,Campaign_80,Video,Finance,Tablet,15448,15094,110.82,11083.0,124.08
2024-06-11,TikTok Ads,Campaign_73,Video,EdTech,Desktop,9380,5913,4399.78,5816.0,7707.03
2024-04-05,Meta Ads,Campaign_28,Video,Healthcare,Tablet,14555,13144,4545.68,,18273.5
2024-12-06,Google Ads,Campaign_100,Shopping,Ecommerce,Desktop,12326,68,2262.33,20.0,9921.16
2024-09-12,Meta Ads,Campaign_51,Search,Healthcare,Mobile,15999,5929,2031.4,4962.0,2371.96
2025-01-24,Meta Ads,Campaign_26,Shopping,EdTech,Desktop,8730,3387,3639.51,1823.0,601.87
2024-12-31,Meta Ads,Campaign_53,Shopping,EdTech,Mobile,665,298,4310.63,42.0,3414.65
2024-03-21,Google Ads,Campaign_27,Shopping,Healthcare,Tablet,5913,3998,4187.33,824.0,9688.46
2024-06-26,Google Ads,Campaign_112,Search,Finance,Desktop,5910,126,1804.38,71.0,8392.53
2025-01-25,TikTok Ads,Campaign_119,Search,Finance,Tablet,1605,1181,4758.75,85.0,10417.7
2024-05-19,TikTok Ads,Campaign_1,Video,Ecommerce,Tablet,1925,1121,132.75,1078.0,283.86
2024-05-12,Meta Ads,Campaign_24,Shopping,Healthcare,Mobile,19478,4379,1630.87,112.0,3458.01
2024-08-21,Google Ads,Campaign_81,Search,EdTech,Desktop,14828,9458,11.89,6631.0,33.65
2024-02-03,TikTok Ads,Campaign_65,Video,Finance,Desktop,5072,1534,4105.48,1254.0,
2024-06-24,Google Ads,Campaign_119,Video,Healthcare,Mobile,11087,10107,605.59,2998.0,2815.71
2024-07-09,TikTok Ads,Campaign_16,Video,EdTech,Tablet,1308,317,4985.09,141.0,16335.72
2025-01-06,Meta Ads,Campaign_102,Shopping,Ecommerce,Desktop,18182,3365,1037.79,,4943.74
2024-05-31,TikTok Ads,Campaign_72,Shopping,Healthcare,Tablet,16863,16010,3048.14,1350.0,5102.96
2025-02-07,Google Ads,Campaign_64,Search,Ecommerce,Mobile,9132,2633,958.53,1278.0,225.24
2024-12-28,Meta Ads,Campaign_82,Search,EdTech,Tablet,11452,974,2226.47,246.0,7095.33
2024-09-22,Meta Ads,Campaign_116,Video,Finance,Desktop,12040,7303,3744.64,4529.0,
2024-06-12,Google Ads,Campaign_85,Video,Finance,Tablet,17838,552,3040.58,518.0,2841.73
2024-02-18,Google Ads,Campaign_117,Shopping,Ecommerce,Tablet,11970,3264,2325.32,1937.0,11297.95
2024-12-14,TikTok Ads,Campaign_43,Video,Ecommerce,Desktop,13594,11668,2011.65,5666.0,
2024-10-05,TikTok Ads,Campaign_52,Search,Healthcare,Tablet,9251,6959,1133.74,5293.0,
2024-12-08,Google Ads,Campaign_44,Search,Ecommerce,Mobile,5940,2539,65.01,73.0,144.77
2024-01-21,Meta Ads,Campaign_72,Video,Healthcare,Mobile,11366,4531,1628.97,443.0,606.04
2024-03-24,TikTok Ads,Campaign_34,Search,Healthcare,Tablet,13004,4462,4685.92,3721.0,19583.85
2024-12-01,Google Ads,Campaign_53,Search,Ecommerce,Tablet,19486,3649,4656.58,2648.0,18994.57
2024-12-02,TikTok Ads,Campaign_81,Shopping,Ecommerce,Desktop,3331,209,1718.64,209.0,3731.72
2025-02-19,Google Ads,Campaign_65,Search,Ecommerce,Desktop,9339,6943,4833.03,1290.0,1363.71
2025-02-14,Meta Ads,Campaign_22,Video,Ecommerce,Tablet,15366,14338,1509.86,11093.0,1875.18
2024-11-04,TikTok Ads,Campaign_37,Shopping,Finance,Mobile,1905,1757,4519.01,1036.0,
2024-01-13,Meta Ads,Campaign_94,Search,Ecommerce,Desktop,7526,3664,2549.42,3454.0,3022.76
2024-03-01,Google Ads,Campaign_45,Shopping,Finance,Desktop,19358,6714,319.57,3986.0,180.6
2024-07-08,Google Ads,Campaign_83,Shopping,Ecommerce,Mobile,9997,7435,1474.12,3055.0,5720.0
2024-11-29,Meta Ads,Campaign_93,Shopping,Ecommerce,Mobile,10544,8173,3641.17,,12731.78
2024-10-29,Google Ads,Campaign_101,Shopping,EdTech,Desktop,10504,1699,4659.03,534.0,1384.61
2024-02-06,Meta Ads,Campaign_13,Video,Healthcare,Tablet,7047,2339,3492.34,425.0,14667.7
2024-09-08,Google Ads,Campaign_30,Shopping,Healthcare,Desktop,10139,9237,2041.93,4590.0,4574.79
2024-06-13,TikTok Ads,Campaign_34,Search,Ecommerce,Tablet,3302,795,1686.42,317.0,5459.35
2025-01-28,Meta Ads,Campaign_60,Video,Finance,Mobile,19793,1919,427.61,884.0,1269.46
2024-09-04,Google Ads,Campaign_38,Shopping,Ecommerce,Desktop,5889,1881,2632.46,1875.0,
2024-05-09,Meta Ads,Campaign_83,Shopping,Healthcare,Tablet,15402,7983,2816.56,7723.0,8236.82
2024-03-21,Google Ads,Campaign_86,Shopping,Healthcare,Tablet,13231,3692,261.68,1757.0,481.88
2024-12-07,TikTok Ads,Campaign_4,Shopping,Ecommerce,Tablet,11017,10393,2172.92,10032.0,4620.88
2024-04-14,TikTok Ads,Campaign_63,Shopping,EdTech,Mobile,18557,11477,4672.37,9026.0,4052.4
2024-09-10,TikTok Ads,Campaign_118,Shopping,EdTech,Desktop,7807,4096,1579.86,1937.0,7659.45
2024-08-27,Meta Ads,Campaign_77,Video,Healthcare,Mobile,3215,208,750.1,,
2024-12-01,TikTok Ads,Campaign_34,Search,EdTech,Tablet,9965,1351,4804.87,1317.0,13534.43
2024-10-06,Meta Ads,Campaign_8,Search,EdTech,Desktop,13941,4502,2500.13,3463.0,10067.57
2025-02-13,TikTok Ads,Campaign_37,Video,Finance,Desktop,17919,7647,3993.38,5282.0,2747.57
2024-08-19,Google Ads,Campaign_10,Video,Ecommerce,Tablet,4691,4215,2472.7,1127.0,10464.07
2024-01-24,Meta Ads,Campaign_118,Video,Ecommerce,Desktop,18476,594,2416.1,421.0,5136.02
2024-07-10,Google Ads,Campaign_44,Video,Finance,Mobile,6840,2472,4944.25,1680.0,3148.91
2024-10-05,Meta Ads,Campaign_71,Search,Ecommerce,Tablet,649,549,2130.16,71.0,3052.37
2024-07-07,Google Ads,Campaign_44,Shopping,Healthcare,Desktop,3527,1705,4606.37,1552.0,2469.99
2024-05-11,Meta Ads,Campaign_49,Search,Finance,Tablet,5152,500,905.97,311.0,737.09
2024-11-15,Meta Ads,Campaign_113,Video,EdTech,Mobile,9124,7518,26.76,1541.0,54.55
2024-09-26,Meta Ads,Campaign_114,Shopping,EdTech,Mobile,3276,1784,3969.17,1509.0,
2024-02-09,Meta Ads,Campaign_4,Shopping,EdTech,Mobile,4683,3865,117.16,592.0,
2024-02-27,TikTok Ads,Campaign_26,Search,Ecommerce,Desktop,8858,1684,4303.6,1248.0,5402.51
2024-04-23,Google Ads,Campaign_12,Search,Ecommerce,Tablet,13062,7785,2369.6,,7758.47
2024-06-18,Meta Ads,Campaign_47,Video,Finance,Mobile,7954,1252,1031.04,1054.0,72.58
2025-01-05,Google Ads,Campaign_100,Search,Finance,Mobile,18527,11777,501.93,6345.0,1539.13
2024-01-11,Meta Ads,Campaign_96,Video,Ecommerce,Mobile,12904,6473,929.01,,4173.32
2024-09-15,Meta Ads,Campaign_23,Search,Ecommerce,Tablet,13580,6591,374.35,1826.0,533.57
2024-12-10,Meta Ads,Campaign_56,Video,Ecommerce,Mobile,15821,2139,4153.22,1047.0,
2024-05-15,Google Ads,Campaign_13,Search,Ecommerce,Desktop,750,371,1133.32,231.0,
2024-11-14,Meta Ads,Campaign_94,Shopping,Ecommerce,Desktop,9508,2304,1993.48,107.0,6133.56
2024-07-06,Meta Ads,Campaign_117,Video,Finance,Tablet,1740,759,1405.8,329.0,1672.84
2024-03-12,Meta Ads,Campaign_104,Shopping,EdTech,Desktop,15899,7005,553.65,2039.0,1723.15
2024-08-17,Meta Ads,Campaign_56,Video,EdTech,Desktop,15432,602,983.77,309.0,2558.28
2025-01-31,Meta Ads,Campaign_42,Search,EdTech,Tablet,3566,2457,1966.56,1772.0,6646.92
2024-04-04,Meta Ads,Campaign_84,Search,Healthcare,Tablet,8054,5136,4819.26,,20622.76
2024-02-05,TikTok Ads,Campaign_43,Video,Ecommerce,Mobile,14129,4146,3755.0,805.0,13695.99
2024-01-03,TikTok Ads,Campaign_22,Search,EdTech,Mobile,4968,1415,2897.76,653.0,3206.04
2024-08-23,Meta Ads,Campaign_2,Search,Ecommerce,Desktop,18834,13452,1130.61,6490.0,
2024-04-15,Meta Ads,Campaign_81,Search,Healthcare,Desktop,12459,7724,3140.05,336.0,
2024-10-28,Google Ads,Campaign_70,Shopping,Finance,Desktop,19279,7424,3906.73,1149.0,14302.21
2024-10-14,Google Ads,Campaign_72,Shopping,Healthcare,Mobile,4084,2372,3175.19,780.0,11583.43
2024-01-26,Meta Ads,Campaign_48,Video,Finance,Tablet,13989,6917,3215.47,2049.0,15081.78
2024-09-12,Google Ads,Campaign_3,Search,Healthcare,Desktop,13642,7000,1856.79,6515.0,3793.69
2024-09-19,Meta Ads,Campaign_82,Search,Ecommerce,Mobile,18283,3543,289.87,966.0,1133.81
2024-09-14,Meta Ads,Campaign_12,Video,EdTech,Mobile,1819,1022,2131.38,127.0,10377.82
2024-05-11,Google Ads,Campaign_52,Video,Finance,Mobile,5687,4183,3691.47,2813.0,7739.31
2025-01-07,Meta Ads,Campaign_66,Shopping,Healthcare,Desktop,3390,782,634.92,167.0,
2024-09-06,TikTok Ads,Campaign_21,Video,Healthcare,Tablet,721,501,2541.77,,3088.93
2024-06-06,Google Ads,Campaign_63,Video,Ecommerce,Tablet,17837,4171,2078.23,3150.0,10323.4
2024-09-10,Meta Ads,Campaign_39,Search,Healthcare,Mobile,12225,11719,1447.11,1752.0,3682.35
2025-03-25,Meta Ads,Campaign_75,Shopping,EdTech,Tablet,6216,4523,4427.55,3370.0,90.93
2024-01-27,Google Ads,Campaign_47,Shopping,EdTech,Tablet,5139,584,4029.82,426.0,5082.63
2024-09-08,TikTok Ads,Campaign_68,Search,EdTech,Tablet,13626,9036,3935.93,,12660.09
2024-01-29,TikTok Ads,Campaign_64,Search,Ecommerce,Tablet,13941,13624,459.25,905.0,670.62
2024-04-05,TikTok Ads,Campaign_57,Shopping,EdTech,Desktop,17688,13795,1687.69,3609.0,5021.52
2024-08-29,TikTok Ads,Campaign_119,Video,Healthcare,Tablet,19029,2053,966.89,309.0,491.84
2024-04-30,Google Ads,Campaign_3,Video,Finance,Desktop,9014,57,4047.38,32.0,16018.8
2025-03-07,Google Ads,Campaign_51,Video,Healthcare,Tablet,18897,6608,4001.21,,13500.57
2024-06-03,Meta Ads,Campaign_18,Search,Healthcare,Tablet,16238,8626,4276.93,2658.0,13294.68
2024-08-13,TikTok Ads,Campaign_20,Shopping,Finance,Tablet,10515,7423,4428.18,556.0,1493.0
2024-01-24,Meta Ads,Campaign_52,Shopping,Finance,Mobile,5016,4096,2941.49,2960.0,9212.4
2025-02-11,Meta Ads,Campaign_99,Video,Healthcare,Desktop,10036,5208,3825.98,2668.0,6838.99
2024-08-19,Meta Ads,Campaign_56,Video,EdTech,Desktop,12982,6929,2754.59,,113.78
2024-05-29,Google Ads,Campaign_13,Search,Ecommerce,Tablet,2100,1249,53.1,,127.37
2024-02-09,TikTok Ads,Campaign_1,Shopping,Finance,Mobile,13650,7784,379.95,3984.0,550.39
2024-05-30,Meta Ads,Campaign_86,Shopping,Ecommerce,Mobile,605,59,798.77,0.0,1640.84
2024-03-29,Meta Ads,Campaign_53,Search,Ecommerce,Mobile,13225,3633,1014.41,1592.0,3225.33
2024-12-30,Meta Ads,Campaign_78,Search,Finance,Desktop,17165,1434,3885.07,516.0,17176.63
2024-12-19,Google Ads,Campaign_68,Shopping,Ecommerce,Desktop,13837,11469,4247.35,,20237.65
2024-08-24,TikTok Ads,Campaign_88,Video,Ecommerce,Desktop,19021,18349,3526.32,,
2025-03-14,TikTok Ads,Campaign_85,Video,Finance,Mobile,7181,6259,4614.24,138.0,
2024-06-07,Google Ads,Campaign_83,Search,Ecommerce,Mobile,18083,10328,1535.85,4110.0,3991.74
2024-12-20,Google Ads,Campaign_113,Video,EdTech,Mobile,19592,9377,2421.57,8172.0,1210.18
2024-02-12,Meta Ads,Campaign_42,Search,EdTech,Mobile,13834,6678,2153.57,2678.0,7667.66
2024-10-31,Google Ads,Campaign_27,Search,EdTech,Tablet,11137,10509,4341.81,2663.0,
2024-07-03,Google Ads,Campaign_39,Search,Ecommerce,Desktop,13167,677,1968.8,206.0,8170.09
2024-12-15,Meta Ads,Campaign_62,Search,EdTech,Mobile,8417,199,4877.99,,24346.89
2024-06-26,Meta Ads,Campaign_106,Search,Ecommerce,Desktop,8471,7590,2445.81,3019.0,
2025-03-03,TikTok Ads,Campaign_23,Shopping,Healthcare,Desktop,11893,8674,2851.44,3039.0,
2025-01-28,Meta Ads,Campaign_45,Video,Ecommerce,Desktop,12893,12077,4068.5,6172.0,8573.22
2025-03-30,Google Ads,Campaign_100,Shopping,Finance,Desktop,16502,7303,4643.79,2004.0,18452.56
2024-01-20,TikTok Ads,Campaign_77,Shopping,Ecommerce,Desktop,8114,6703,3021.15,2782.0,
2025-02-01,Google Ads,Campaign_44,Video,Finance,Mobile,2085,973,2059.85,82.0,753.86
2024-11-03,Google Ads,Campaign_69,Video,Healthcare,Tablet,17955,12454,196.26,268.0,889.88
2025-03-27,TikTok Ads,Campaign_71,Video,Healthcare,Tablet,12804,7978,2235.9,2311.0,
2024-05-28,TikTok Ads,Campaign_46,Search,EdTech,Desktop,15200,2421,2384.13,373.0,165.5
2024-07-14,Google Ads,Campaign_82,Search,Ecommerce,Tablet,11345,69,2054.11,68.0,1274.38
2025-01-12,TikTok Ads,Campaign_55,Video,Healthcare,Desktop,12516,3260,1983.3,1122.0,433.72
2024-05-20,Google Ads,Campaign_57,Search,Ecommerce,Tablet,7139,1758,257.23,78.0,456.54
2024-12-26,Meta Ads,Campaign_44,Search,Ecommerce,Tablet,493,143,2831.55,,14116.96
2024-01-04,TikTok Ads,Campaign_42,Search,Healthcare,Mobile,15719,10203,1605.37,2357.0,5255.45
2024-05-17,Google Ads,Campaign_19,Video,Healthcare,Tablet,607,277,1706.32,138.0,7711.73
2025-02-21,Meta Ads,Campaign_80,Search,Finance,Tablet,10112,9524,3019.49,2744.0,
2024-11-16,Meta Ads,Campaign_31,Shopping,Healthcare,Tablet,13164,10821,4788.85,10634.0,6457.08
2024-01-05,Google Ads,Campaign_81,Search,Ecommerce,Tablet,12811,4555,3384.05,2164.0,
2024-08-31,Google Ads,Campaign_85,Search,Finance,Tablet,14610,7832,3280.4,4382.0,5677.55
2024-05-09,Meta Ads,Campaign_56,Video,EdTech,Tablet,2062,1546,296.88,440.0,914.89
2024-12-01,Google Ads,Campaign_106,Search,Ecommerce,Desktop,17310,1980,1455.34,1429.0,4735.83
2024-06-21,Google Ads,Campaign_21,Shopping,EdTech,Mobile,3653,3161,248.95,2427.0,405.04
2025-02-04,TikTok Ads,Campaign_55,Search,Ecommerce,Mobile,398,359,1592.21,128.0,
2024-09-04,TikTok Ads,Campaign_108,Video,EdTech,Tablet,6583,2148,1706.7,1948.0,6134.01
2024-12-01,Google Ads,Campaign_71,Shopping,Healthcare,Mobile,1178,86,277.22,34.0,180.59
2024-03-09,TikTok Ads,Campaign_36,Search,Ecommerce,Mobile,1324,9,2523.18,,12415.27
2024-01-14,Meta Ads,Campaign_87,Search,EdTech,Desktop,14795,1961,1349.15,424.0,
2025-01-06,Google Ads,Campaign_104,Shopping,EdTech,Mobile,14515,10202,2856.57,4570.0,13681.63
2025-01-16,Google Ads,Campaign_49,Video,Ecommerce,Desktop,4367,4270,865.47,2205.0,
2024-06-18,TikTok Ads,Campaign_71,Search,Healthcare,Tablet,8108,3441,1497.81,3404.0,
2024-02-21,Google Ads,Campaign_21,Video,Healthcare,Tablet,3800,2636,1143.79,1492.0,1699.94
2024-06-12,Google Ads,Campaign_79,Search,Ecommerce,Desktop,8172,6457,2370.01,3296.0,
2024-01-14,Google Ads,Campaign_97,Shopping,Ecommerce,Mobile,18054,7118,3479.05,5171.0,3877.51
2024-07-01,Meta Ads,Campaign_79,Video,Ecommerce,Mobile,12848,4079,3592.32,3979.0,7963.78
2024-10-01,TikTok Ads,Campaign_89,Shopping,Healthcare,Tablet,16614,6454,2281.27,1883.0,
2024-03-10,TikTok Ads,Campaign_101,Video,EdTech,Mobile,14775,3098,2139.53,2755.0,10480.86
2024-04-14,Meta Ads,Campaign_59,Video,Healthcare,Tablet,18468,8157,2375.43,1294.0,1178.62
2024-11-02,Meta Ads,Campaign_49,Video,Finance,Mobile,6550,1408,693.16,,3183.44
2024-09-07,Google Ads,Campaign_16,Search,Ecommerce,Desktop,1515,951,2561.75,287.0,7356.99
2025-01-26,Meta Ads,Campaign_89,Shopping,Finance,Mobile,16833,11127,2248.53,7328.0,5767.18
2024-07-09,Meta Ads,Campaign_87,Search,EdTech,Desktop,5687,1895,1521.72,1659.0,6697.02
2024-11-24,Google Ads,Campaign_71,Video,EdTech,Tablet,4312,3277,4872.44,2021.0,10942.07
2024-03-26,Google Ads,Campaign_97,Search,EdTech,Mobile,19435,1699,1463.34,,
2024-11-14,Google Ads,Campaign_82,Search,Healthcare,Desktop,8406,3429,2238.72,883.0,10866.84
2024-06-23,Google Ads,Campaign_111,Search,EdTech,Tablet,12638,5181,2204.39,1483.0,8129.51
2024-03-06,Google Ads,Campaign_13,Video,Finance,Desktop,9808,4802,4632.95,987.0,11831.79
2024-11-05,Meta Ads,Campaign_24,Search,Ecommerce,Tablet,721,323,1503.84,122.0,
2024-05-04,TikTok Ads,Campaign_50,Shopping,Ecommerce,Tablet,18044,13899,2493.22,4913.0,3871.32
2025-01-11,Meta Ads,Campaign_11,Video,EdTech,Desktop,8329,1753,1256.54,808.0,5324.35
2024-12-10,Google Ads,Campaign_3,Video,Healthcare,Mobile,3327,2028,1781.29,1143.0,1093.06
2024-04-06,Google Ads,Campaign_22,Video,Finance,Mobile,13613,9988,2767.42,5226.0,561.67
2025-02-22,Google Ads,Campaign_70,Search,EdTech,Tablet,10539,2739,280.69,727.0,1137.14
2024-01-17,Meta Ads,Campaign_106,Video,EdTech,Tablet,10558,9848,2439.71,7915.0,4229.25
2024-11-23,Google Ads,Campaign_42,Shopping,EdTech,Mobile,6589,1479,2917.41,1170.0,5505.08
2024-07-08,Meta Ads,Campaign_17,Video,Ecommerce,Desktop,1147,606,149.95,285.0,
2024-07-11,Google Ads,Campaign_46,Shopping,Healthcare,Mobile,5054,1426,4271.28,,907.65
2024-06-28,TikTok Ads,Campaign_52,Video,Healthcare,Desktop,6428,6277,2551.02,768.0,
2024-02-23,Meta Ads,Campaign_36,Search,Ecommerce,Desktop,5275,3561,4752.45,2375.0,23126.38
2024-03-21,TikTok Ads,Campaign_103,Search,Ecommerce,Desktop,10617,1110,1705.66,679.0,
2024-02-01,TikTok Ads,Campaign_67,Search,Ecommerce,Mobile,7681,5514,294.16,,77.13
2024-07-26,TikTok Ads,Campaign_59,Video,EdTech,Mobile,15597,8796,3465.54,8669.0,7037.28
2024-02-13,Google Ads,Campaign_104,Search,Ecommerce,Mobile,807,220,1040.38,80.0,
2024-06-19,Meta Ads,Campaign_35,Search,Healthcare,Mobile,15711,12080,3750.06,4664.0,6523.21
2024-04-10,Meta Ads,Campaign_89,Search,Ecommerce,Mobile,15870,11509,3681.19,9439.0,9731.1
2024-01-14,TikTok Ads,Campaign_24,Video,Healthcare,Mobile,13032,8159,1416.25,5115.0,
2024-08-06,Meta Ads,Campaign_21,Shopping,Healthcare,Desktop,3038,2404,1688.42,,5470.1
2025-01-22,Meta Ads,Campaign_6,Video,Finance,Tablet,6158,4421,34.98,3697.0,63.72
2024-11-24,TikTok Ads,Campaign_8,Video,Healthcare,Tablet,7235,503,3796.99,68.0,18958.37
2025-02-22,TikTok Ads,Campaign_51,Shopping,Ecommerce,Desktop,131,91,1540.1,88.0,2361.58
2025-03-09,Meta Ads,Campaign_5,Shopping,EdTech,Desktop,9812,6861,3777.54,,15240.65
2024-02-22,Google Ads,Campaign_1,Shopping,Finance,Mobile,2312,1698,4194.33,140.0,307.19
2024-04-10,Google Ads,Campaign_11,Search,Ecommerce,Mobile,7461,982,3058.46,396.0,11302.13
2024-09-01,Google Ads,Campaign_61,Search,Finance,Desktop,18608,3444,3216.13,544.0,15958.63
2024-01-21,Google Ads,Campaign_16,Search,Healthcare,Mobile,12758,9423,1841.83,7805.0,
2025-02-18,Meta Ads,Campaign_47,Video,EdTech,Desktop,4478,2582,4079.44,1062.0,
2024-03-26,Google Ads,Campaign_115,Search,Finance,Desktop,4774,3988,3.45,1806.0,15.29
2024-08-20,Meta Ads,Campaign_103,Shopping,Healthcare,Desktop,15548,7227,2945.33,3291.0,12237.72
2024-06-10,Meta Ads,Campaign_2,Shopping,Healthcare,Tablet,7516,3022,2986.5,1190.0,646.99
2025-02-10,Google Ads,Campaign_18,Shopping,Ecommerce,Mobile,14541,6239,2015.17,725.0,4072.2
2025-02-23,TikTok Ads,Campaign_39,Search,Ecommerce,Tablet,6838,6161,4827.36,5274.0,23775.15
2024-03-29,TikTok Ads,Campaign_45,Video,EdTech,Mobile,6163,4641,2729.0,1181.0,
2024-04-09,TikTok Ads,Campaign_113,Shopping,Healthcare,Mobile,13870,242,3649.43,87.0,1654.9
2025-01-21,TikTok Ads,Campaign_32,Video,EdTech,Tablet,8687,5408,1147.23,2662.0,188.78
2024-11-11,Google Ads,Campaign_42,Shopping,Healthcare,Desktop,2150,2007,2399.36,883.0,1105.55
2025-03-08,Meta Ads,Campaign_38,Search,EdTech,Mobile,7391,4209,3039.47,2591.0,7601.67
2024-11-06,TikTok Ads,Campaign_78,Shopping,Finance,Desktop,8455,6944,121.84,317.0,233.84
2025-03-10,Google Ads,Campaign_86,Search,Healthcare,Tablet,1019,732,1251.0,550.0,
2025-02-09,Google Ads,Campaign_32,Video,Healthcare,Desktop,3901,3806,667.13,12.0,2023.96
2024-07-31,Google Ads,Campaign_46,Shopping,Healthcare,Mobile,2405,254,4823.43,84.0,38.37
2024-03-08,Meta Ads,Campaign_77,Shopping,Healthcare,Mobile,15411,9480,3974.97,6072.0,6589.5
2024-02-10,TikTok Ads,Campaign_58,Shopping,Ecommerce,Mobile,18346,16874,4318.27,8509.0,5090.08
2024-03-15,Google Ads,Campaign_17,Video,Finance,Desktop,2790,2461,3610.97,1673.0,6621.07
2024-04-16,TikTok Ads,Campaign_20,Shopping,Finance,Tablet,16595,3529,1053.46,1673.0,1055.92
2025-01-31,TikTok Ads,Campaign_22,Video,EdTech,Desktop,13634,3990,45.74,3464.0,26.27
2024-10-11,Google Ads,Campaign_79,Search,EdTech,Tablet,1302,1143,1229.76,476.0,3756.25
2025-02-15,Google Ads,Campaign_18,Shopping,Healthcare,Mobile,2862,882,3730.17,877.0,13247.17
2025-02-08,TikTok Ads,Campaign_95,Video,Healthcare,Tablet,1012,189,1904.49,106.0,598.84
2024-04-20,Meta Ads,Campaign_77,Shopping,Healthcare,Tablet,5542,4521,1964.59,41.0,713.28
2024-11-12,Google Ads,Campaign_100,Video,EdTech,Desktop,18746,9584,1434.2,8075.0,6371.19
2024-09-17,Meta Ads,Campaign_75,Video,Healthcare,Mobile,14299,12215,4929.71,8406.0,
2024-04-26,TikTok Ads,Campaign_94,Video,Finance,Tablet,565,471,935.05,314.0,701.34
